"Product Group","Status","Compliance","Interface","Number of Lines","Direction","C Max (pF)","V(BR) Min (V)","VRWM Max (V)","IR Max (µA)","PPK Max (W)","Package Size (mm)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"SM36T1G","Active","H Pb   ","General I/O, ","2, ","Unidirectional, ","45, ","40, ","36, ","1, ","300, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0691 ",
"SMDA05CDR2G","Active","H Pb   ","General I/O, ","8, ","Bidirectional, ","350, ","6, ","5, ","20, ","300, ","4.90 x 6.00 x 1.55, ","SOIC-8 ","1 ","260 ","1.2102 ",
"SMDA15CDR2G","Active","H Pb   ","General I/O, ","8, ","Bidirectional, ","75, ","16.7, ","15, ","1, ","300, ","4.90 x 6.00 x 1.55, ","SOIC-8 ","1 ","260 ","1.1393 ",
"SMF05T1G","Active","H Pb   ","General I/O, ","4, ","Unidirectional, ","90, ","6, ","5, ","5, ","200, ","2.00 x 2.10 x 0.95, ","SC-88A / SC-70-5 ","1 ","260 ","0.1275 ",
"SMF15CT1G","Active","H Pb   ","General I/O, ","2, ","Unidirectional, ","45, ","17, ","15, ","1, ","100, ","2.00 x 2.10 x 1.10, ","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.1021 ",
"SMF12CT1G","Active","H Pb   ","General I/O, ","2, ","Unidirectional, ","60, ","13.3, ","12, ","0.1, ","100, ","2.00 x 2.10 x 1.10, ","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.0979 ",
"SMF05CT1G","Active","H Pb   ","General I/O, ","2, ","Unidirectional, ","130, ","6.2, ","5, ","5, ","100, ","2.00 x 2.10 x 1.10, ","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.0737 ",
"SMF05CT2G","Active","H Pb   ","General I/O, ","2, ","Unidirectional, ","130, ","6.2, ","5, ","5, ","100, ","2.00 x 2.10 x 1.10, ","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.0959 ",
"SZSMF12CT1G","Active","H Pb A P ","General I/O, ","2, ","Unidirectional, ","60, ","13.3, ","12, ","0.1, ","100, ","2.00 x 2.10 x 1.10, ","SC-88-6 / SC-70-6 / SOT-363-6 ","1 ","260 ","0.0871 ",
"SMS05T1G","Active","H Pb   ","General I/O, ","4, ","Unidirectional, ","400, ","6, ","5, ","20, ","350, ","3.00 x 2.75 x 1.00, ","SC-74 ","1 ","260 ","0.1108 ",
"SMS15T1G","Active","H Pb   ","General I/O, ","4, ","Unidirectional, ","125, ","16.7, ","15, ","1, ","350, ","3.00 x 2.75 x 1.00, ","SC-74 ","1 ","260 ","0.1007 ",
"SZSMS15T1G","Active","H Pb A P ","General I/O, ","4, ","Unidirectional, ","125, ","16.7, ","15, ","1, ","350, ","3.00 x 2.75 x 1.00, ","SC-74 ","1 ","260 ","0.0 ",
"SMS12T1G","Active","H Pb   ","General I/O, ","4, ","Unidirectional, ","150, ","13.3, ","12, ","1, ","350, ","3.00 x 2.75 x 1.00, ","SC-74 ","1 ","260 ","0.1007 ",
"SMS24T1G","Active","H Pb   ","General I/O, ","4, ","Unidirectional, ","75, ","26.7, ","24, ","1, ","350, ","3.00 x 2.75 x 1.00, ","SC-74 ","1 ","260 ","0.1007 ",
"SZSMS24T1G","Active","H Pb A P ","General I/O, ","4, ","Unidirectional, ","75, ","26.7, ","24, ","1, ","350, ","3.00 x 2.75 x 1.00, ","SC-74 ","1 ","260 ","0.1576 ",
"SZSMS24CT1G","Active","H Pb A P ","General I/O, ","5, ","Unidirectional, ","75, ","26.7, ","24, ","1, ","350, ","3.00 x 2.75 x 1.00, ","TSOP-6 ","1 ","260 ","0.1232 ",
"SMS05CT1G","Active","H Pb   ","General I/O, ","5, ","Unidirectional, ","400, ","6.2, ","5, ","5, ","350, ","3.00 x 2.75 x 1.00, ","TSOP-6 ","1 ","260 ","0.0953 ",
"SMS24CT1G","Active","H Pb   ","General I/O, ","5, ","Unidirectional, ","75, ","26.7, ","24, ","1, ","350, ","3.00 x 2.75 x 1.00, ","TSOP-6 ","1 ","260 ","0.1172 ",
"SMS15CT1G","Active","H Pb   ","General I/O, ","5, ","Unidirectional, ","125, ","17, ","15, ","1, ","350, ","3.00 x 2.75 x 1.00, ","TSOP-6 ","1 ","260 ","0.1107 ",
"SRDA05-4R2G","Active"," Pb   ","T1/E1, T3/E3, ","4, ","Bidirectional, ","8, ","6, ","5, ","10, ","500, ","4.90 x 6.00 x 1.55, ","SOIC-8 ","1 ","260 ","0.4839 ",
"SRDA3.3-4DR2G","Active"," Pb   ","T1/E1, T3/E3, ","4, ","Unidirectional, ","15, ","5, ","3.3, ","5, ","500, ","4.90 x 6.00 x 1.55, ","SOIC-8 ","1 ","260 ","0.4736 ",
"SRV05-4MR6T1G","Active"," Pb   ","DVI, General I/O, USB 2.0, ","6, ","Unidirectional, ","5, ","6, ","5, ","5, ","300, ","3.00 x 2.75 x 1.00, ","TSOP-6 ","1 ","260 ","1.0198 ",
"SZESD9901MX2WT5G","Active","H Pb A P ","OPEN Alliance Ethernet, ","1, ","Bidirectional, ","2.6, ","~NA~, ","25, ","0.2, ","~NA~, ","1.00 x 0.60 x 0.37, ","X2DFNW2 ","1 ","260 ","0.0404 ",
"SZESD9902MLT1G","Active","H Pb A P ","OPEN Alliance Ethernet, ","2, ","Bidirectional, ","2.6, ","~NA~, ","35, ","0.2, ","~NA~, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0647 ",
"SZMMQA27VT1G","Active","H Pb A P ","-, ","-, ","-, ","-, ","25.7, ","28.4, ","0.075, ","24, ","3.00 x 2.75 x 1.00, ","SC-74 ","1 ","260 ","0.0995 ",
"SZNSP8814LMTWTAG","Active","H Pb A P ","Ethernet (10/100, Gigabit), ","4, ","Unidirectional, ","5, ","3.2, ","3, ","0.5, ","-, ","3.00 x 2.00 x 0.75, ","WDFNW10 3.0x2.0, 0.65P ","1 ","260 ","0.4 ",
"UESD3.3DT5G","Active","H Pb   ","General I/O, ","2, ","Unidirectional, ","47, ","5, ","3.3, ","1, ","0.24, ","1.20 x 1.20 x 0.50, ","SOT-723-3 ","1 ","260 ","0.0747 ",
"SZUESD3.3DT5G","Active","H Pb A P ","General I/O, ","2, ","Unidirectional, ","47, ","5, ","3.3, ","1, ","0.24, ","1.20 x 1.20 x 0.50, ","SOT-723-3 ","1 ","260 ","0.0908 ",
"UESD5.0DT5G","Active","H Pb   ","General I/O, ","2, ","Unidirectional, ","38, ","6.2, ","5, ","0.1, ","0.24, ","1.20 x 1.20 x 0.50, ","SOT-723-3 ","1 ","260 ","0.0747 ",
"UESD6.0DT5G","Active","H Pb   ","General I/O, ","2, ","Unidirectional, ","34, ","7, ","6, ","0.1, ","31.7, ","1.20 x 1.20 x 0.50, ","SOT-723-3 ","1 ","260 ","0.0747 ",
