"Product Group","Status","Compliance","VZ Typ (V)","P Max (W)","Package Size (mm)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"BZX79C18-T50A","Active","H Pb   ","18, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C5V6-T50A","Active","H Pb   ","5.6, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C2V7-T50A","Active","H Pb   ","2.7, ","-, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0201 ",
"BZX79C6V2-T50R","Active","H Pb   ","6.2, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C9V1-T50A","Active","H Pb   ","9.1, ","-, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0201 ",
"BZX79C6V2-T50A","Active","H Pb   ","6.2, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C10-T50A","Active","H Pb   ","10, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0201 ",
"BZX79C12-T50A","Active","H Pb   ","12, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0201 ",
"BZX79C5V6TR","Active","H Pb   ","5.6, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C12","Active","H Pb   ","12, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C10","Active","H Pb   ","10, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C11","Active","H Pb   ","11, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C15","Active","H Pb   ","15, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"BZX79C2V4-T50A","Active","H Pb   ","2.4, ","0.5, ","3.90 x 1.75 x 1.75, ","Axial Lead ","NA ","0 ","0.0235 ",
"SZBZX84C9V1LT1G","Active","H Pb A P ","9.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C39LT1G","Active","H Pb A P ","39, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C9V1LT3G","Active","H Pb A P ","9.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C2V7LT1G","Active","H Pb A P ","2.7, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C39LT3G","Active","H Pb A P ","39, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84B9V1LT1G","Active","H Pb   ","9.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"BZX84C33LT3G","Active","H Pb   ","33, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C62LT1G","Active","H Pb A P ","62, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C33LT1G","Active","H Pb   ","33, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B27LT1G","Active","H Pb   ","27, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84C7V5LT1G","Active","H Pb A P ","7.5, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C10LT1G","Active","H Pb A P ","10, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C2V4LT1G","Active","H Pb   ","2.4, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C5V6LT3G","Active","H Pb   ","5.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C4V3LT1G","Active","H Pb A P ","4.3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C8V2LT1G","Active","H Pb A P ","8.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C24LT1G","Active","H Pb   ","24, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C7V5LT3G","Active","H Pb A P ","7.5, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C51LT1G","Active","H Pb   ","51, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B7V5LT1G","Active","H Pb   ","7.5, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"BZX84C5V6LT1G","Active","H Pb   ","5.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84B6V2LT1G","Active","H Pb A P ","6.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C12LT3G","Active","H Pb A P ","12, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84B18LT1G","Active","H Pb   ","18, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84B5V1LT1G","Active","H Pb A P ","5.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C51LT1G","Active","H Pb A P ","51, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C3V3LT1G","Active","H Pb   ","3.3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B16LT1G","Active","H Pb   ","16, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84C3V0LT1G","Active","H Pb A P ","3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84B24LT1G","Active","H Pb A P ","24, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C8V2LT3G","Active","H Pb A P ","8.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84B4V7LT1G","Active","H Pb   ","4.7, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"BZX84C15LT1G","Active","H Pb   ","15, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84B22LT1G","Active","H Pb A P ","22, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"BZX84C13LT1G","Active","H Pb   ","13, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C15LT3G","Active","H Pb   ","15, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B6V8LT1G","Active","H Pb   ","6.8, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84B7V5LT1G","Active","H Pb A P ","7.5, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84B6V8LT1G","Active","H Pb A P ","6.8, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"BZX84C10LT1G","Active","H Pb   ","10, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C4V3LT1G","Active","H Pb   ","4.3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C15LT1G","Active","H Pb A P ","15, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C15LT3G","Active","H Pb A P ","15, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C4V3LT3G","Active","H Pb   ","4.3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B12LT1G","Active","H Pb   ","12, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84B3V3LT1G","Active","H Pb A P ","3.3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84B9V1LT3G","Active","H Pb A P ","9.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C24LT1G","Active","H Pb A P ","24, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84B9V1LT1G","Active","H Pb A P ","9.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"BZX84C47LT1G","Active","H Pb   ","47, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C75LT1G","Active","H Pb   ","75, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C68LT1G","Active","H Pb   ","68, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C4V7LT1G","Active","H Pb   ","4.7, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84B15LT1G","Active","H Pb A P ","15, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C43LT1G","Active","H Pb A P ","43, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C75LT1G","Active","H Pb A P ","75, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C62LT1G","Active","H Pb   ","62, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C13LT3G","Active","H Pb A P ","13, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C13LT1G","Active","H Pb A P ","13, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C4V7LT3G","Active","H Pb   ","4.7, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B5V1LT1G","Active","H Pb   ","5.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84C3V9LT1G","Active","H Pb A P ","3.9, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C4V7LT3G","Active","H Pb A P ","4.7, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C30LT1G","Active","H Pb A P ","30, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C2V7LT1G","Active","H Pb   ","2.7, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C3V9LT1G","Active","H Pb   ","3.9, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C36LT1G","Active","H Pb   ","36, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C4V7LT1G","Active","H Pb A P ","4.7, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C18LT3G","Active","H Pb   ","18, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C47LT3G","Active","H Pb A P ","47, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84B4V7LT1G","Active","H Pb A P ","4.7, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C47LT1G","Active","H Pb A P ","47, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84B12LT1G","Active","H Pb A P ","12, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C56LT1G","Active","H Pb A P ","56, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C16LT1G","Active","H Pb   ","16, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C27LT1G","Active","H Pb   ","27, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B3V3LT1G","Active","H Pb   ","3.3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84C3V3LT3G","Active","H Pb A P ","3.3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C3V3LT1G","Active","H Pb A P ","3.3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C11LT3G","Active","H Pb A P ","11, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84B10LT1G","Active","H Pb A P ","10, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C11LT1G","Active","H Pb A P ","11, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C18LT1G","Active","H Pb   ","18, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C20LT1G","Active","H Pb A P ","20, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C30LT1G","Active","H Pb   ","30, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C7V5LT1G","Active","H Pb   ","7.5, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C8V2LT1G","Active","H Pb   ","8.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B10LT1G","Active","H Pb   ","10, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"BZX84C6V2LT3G","Active","H Pb   ","6.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C36LT1G","Active","H Pb A P ","36, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C6V2LT1G","Active","H Pb   ","6.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C5V1LT1G","Active","H Pb A P ","5.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C5V1LT3G","Active","H Pb A P ","5.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C36LT3G","Active","H Pb A P ","36, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84B15LT1G","Active","H Pb   ","15, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"BZX84C12LT1G","Active","H Pb   ","12, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C9V1LT1G","Active","H Pb   ","9.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C22LT3G","Active","H Pb A P ","22, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C43LT1G","Active","H Pb   ","43, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C9V1LT3G","Active","H Pb   ","9.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C3V0LT1G","Active","H Pb   ","3, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C56LT1G","Active","H Pb   ","56, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C5V1LT1G","Active","H Pb   ","5.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84B5V6LT1G","Active","H Pb A P ","5.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"BZX84C5V1LT3G","Active","H Pb   ","5.1, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C22LT1G","Active","H Pb A P ","22, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C5V6LT3G","Active","H Pb A P ","5.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C16LT3G","Active","H Pb A P ","16, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84B5V6LT1G","Active","H Pb   ","5.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84C5V6LT1G","Active","H Pb A P ","5.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84B27LT1G","Active","H Pb A P ","27, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C6V2LT1G","Active","H Pb A P ","6.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84B6V2LT1G","Active","H Pb   ","6.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84C6V2LT3G","Active","H Pb A P ","6.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C11LT1G","Active","H Pb   ","11, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84B18LT1G","Active","H Pb A P ","18, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"BZX84C3V6LT1G","Active","H Pb   ","3.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84B22LT1G","Active","H Pb   ","22, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"BZX84C39LT1G","Active","H Pb   ","39, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C68LT1G","Active","H Pb A P ","68, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C33LT3G","Active","H Pb A P ","33, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84B24LT1G","Active","H Pb   ","24, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84C33LT1G","Active","H Pb A P ","33, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C27LT3G","Active","H Pb A P ","27, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84B8V2LT1G","Active","H Pb A P ","8.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"BZX84C22LT1G","Active","H Pb   ","22, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"BZX84C6V8LT1G","Active","H Pb   ","6.8, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
