"Product Group","Status","Compliance","VZ Typ (V)","P Max (W)","Package Size (mm)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"SZBZX84C12LT1G","Active","H Pb A P ","12, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C27LT1G","Active","H Pb A P ","27, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C6V8LT3G","Active","H Pb   ","6.8, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C18LT1G","Active","H Pb A P ","18, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84B8V2LT1G","Active","H Pb   ","8.2, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0221 ",
"SZBZX84C2V4LT1G","Active","H Pb A P ","2.4, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"BZX84C20LT1G","Active","H Pb   ","20, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0147 ",
"SZBZX84C6V8LT1G","Active","H Pb A P ","6.8, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C18LT3G","Active","H Pb A P ","18, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C3V6LT1G","Active","H Pb A P ","3.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C3V6LT3G","Active","H Pb A P ","3.6, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84B16LT1G","Active","H Pb A P ","16, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0244 ",
"SZBZX84C6V8LT3G","Active","H Pb A P ","6.8, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C16LT1G","Active","H Pb A P ","16, ","0.25, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.016 ",
"SZBZX84C4V3ET1G","Active","H Pb A P ","4.3, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C12ET3G","Active","H Pb A P ","12, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C12ET1G","Active","H Pb A P ","12, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C3V6ET1G","Active","H Pb A P ","3.6, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"BZX84C5V6ET3G","Active","H Pb   ","5.6, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0227 ",
"SZBZX84C7V5ET1G","Active","H Pb A P ","7.5, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0227 ",
"SZBZX84C9V1ET1G","Active","H Pb A P ","9.1, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C9V1ET3G","Active","H Pb A P ","9.1, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C8V2ET3G","Active","H Pb A P ","8.2, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C39ET1G","Active","H Pb A P ","39, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C8V2ET1G","Active","H Pb A P ","8.2, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C68ET1G","Active","H Pb A P ","68, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C10ET1G","Active","H Pb A P ","10, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C3V0ET1G","Active","H Pb A P ","3, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C51ET1G","Active","H Pb A P ","51, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C43ET1G","Active","H Pb A P ","43, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C15ET1G","Active","H Pb A P ","15, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C36ET1G","Active","H Pb A P ","36, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C15ET3G","Active","H Pb A P ","15, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C62ET1G","Active","H Pb A P ","62, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C4V7ET1G","Active","H Pb A P ","4.7, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C30ET1G","Active","H Pb A P ","30, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C2V7ET1G","Active","H Pb A P ","2.7, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C3V9ET1G","Active","H Pb A P ","3.9, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C75ET1G","Active","H Pb A P ","75, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C3V9ET3G","Active","H Pb A P ","3.9, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C5V1ET1G","Active","H Pb A P ","5.1, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C5V1ET3G","Active","H Pb A P ","5.1, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C11ET1G","Active","H Pb A P ","11, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C56ET1G","Active","H Pb A P ","56, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C13ET1G","Active","H Pb A P ","13, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C20ET1G","Active","H Pb A P ","20, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C22ET1G","Active","H Pb A P ","22, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C3V3ET1G","Active","H Pb A P ","3.3, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0259 ",
"BZX84C6V2ET1G","Active","H Pb   ","6.2, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0227 ",
"SZBZX84C6V2ET1G","Active","H Pb A P ","6.2, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0227 ",
"SZBZX84C18ET1G","Active","H Pb A P ","18, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C27ET3G","Active","H Pb A P ","27, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C27ET1G","Active","H Pb A P ","27, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C33ET1G","Active","H Pb A P ","33, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C16ET1G","Active","H Pb A P ","16, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C2V4ET1G","Active","H Pb A P ","2.4, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C16ET3G","Active","H Pb A P ","16, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C5V6ET3G","Active","H Pb A P ","5.6, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C5V6ET1G","Active","H Pb A P ","5.6, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0247 ",
"SZBZX84C6V8ET1G","Active","H Pb A P ","6.8, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"SZBZX84C33ET3G","Active","H Pb A P ","33, ","0.225, ","2.90 x 2.40 x 1.00, ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0225 ",
"BZX84C4V7ET3G","Product Preview","H Pb   ","4.7, ","0.225, ",", ","SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P ","1 ","260 ","0.0 ",
"BZX85C12","Active","H Pb   ","12, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C11","Active","H Pb   ","11, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C10","Active","H Pb   ","10, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C16","Active","H Pb   ","16, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C15","Active","H Pb   ","15, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C13","Active","H Pb   ","13, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C12-T50R","Active","H Pb   ","12, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C10-T50R","Active","H Pb   ","10, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C15-T50R","Active","H Pb   ","15, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"BZX85C15-T50A","Active","H Pb   ","15, ","1, ","4.63 x 2.37 x 2.37, ","Axial Lead / DO-41 ","NA ","0 ","0.0329 ",
"SZMM3Z68VT1G","Active","H Pb A P ","68, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0367 ",
"SZMM3Z8V2T1G","Active","H Pb A P ","8.2, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z3V6T1G","Active","H Pb   ","3.6, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z16VT1G","Active","H Pb   ","16, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z75VT1G","Active","H Pb A P ","75, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0367 ",
"SZMM3Z12VT1G","Active","H Pb A P ","12, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z27VT1G","Active","H Pb   ","27, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z3V3T1G","Active","H Pb A P ","3.3, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z6V8T1G","Active","H Pb   ","6.8, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z16VT1G","Active","H Pb A P ","16, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z2V7T1G","Active","H Pb   ","2.7, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z36VT1G","Active","H Pb   ","36, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z8V2T1G","Active","H Pb   ","8.2, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z6V2T1G","Active","H Pb A P ","6.2, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z2V4T1G","Active","H Pb A P ","2.4, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z5V6T1G","Active","H Pb A P ","5.6, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z18VT1G","Active","H Pb A P ","18, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z2V7T1G","Active","H Pb A P ","2.7, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z36VT1G","Active","H Pb A P ","36, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z6V8T1G","Active","H Pb A P ","6.8, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z3V0T1G","Active","H Pb A P ","3, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z9V1T1G","Active","H Pb   ","9.1, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z10VT1G","Active","H Pb   ","10, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z3V3T1G","Active","H Pb   ","3.3, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z27VT1G","Active","H Pb A P ","27, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z2V7T3G","Active","H Pb A P ","2.7, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z12VT1G","Active","H Pb   ","12, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z5V6T1G","Active","H Pb   ","5.6, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z3V0T1G","Active","H Pb   ","3, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z10VT1G","Active","H Pb A P ","10, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z18VT1G","Active","H Pb   ","18, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z51VT1G","Active","H Pb A P ","51, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0367 ",
"SZMM3Z9V1T1G","Active","H Pb A P ","9.1, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z7V5T1G","Active","H Pb   ","7.5, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z13VT1G","Active","H Pb A P ","13, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z24VT1G","Active","H Pb   ","24, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z15VT1G","Active","H Pb   ","15, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z5V1T1G","Active","H Pb   ","5.1, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z4V3T1G","Active","H Pb A P ","4.3, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z22VT1G","Active","H Pb A P ","22, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z15VT1G","Active","H Pb A P ","15, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z5V1T1G","Active","H Pb A P ","5.1, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z15VT3G","Active","H Pb A P ","15, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0 ",
"MM3Z13VT1G","Active","H Pb   ","13, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z33VT3G","Active","H Pb   ","33, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z33VT1G","Active","H Pb   ","33, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z20VT1G","Active","H Pb A P ","20, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z20VT1G","Active","H Pb   ","20, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z33VT1G","Active","H Pb A P ","33, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z51VT1G","Active","H Pb   ","51, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z7V5T1G","Active","H Pb A P ","7.5, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z22VT1G","Active","H Pb   ","22, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z47VT1G","Active","H Pb A P ","47, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0367 ",
"MM3Z39VT1G","Active","H Pb   ","39, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z3V9T1G","Active","H Pb A P ","3.9, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z47VT1G","Active","H Pb   ","47, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z3V9T3G","Active","H Pb A P ","3.9, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0 ",
"SZMM3Z43VT1G","Active","H Pb A P ","43, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z4V7T1G","Active","H Pb   ","4.7, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z56VT1G","Active","H Pb   ","56, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0176 ",
"MM3Z11VT1G","Active","H Pb   ","11, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z62VT1G","Active","H Pb   ","62, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0176 ",
"MM3Z4V3T1G","Active","H Pb   ","4.3, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z4V7T1G","Active","H Pb A P ","4.7, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z56VT1G","Active","H Pb A P ","56, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0367 ",
"MM3Z75VT1G","Active","H Pb   ","75, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0176 ",
"MM3Z43VT1G","Active","H Pb   ","43, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z11VT1G","Active","H Pb A P ","11, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"SZMM3Z3V6T1G","Active","H Pb A P ","3.6, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z30VT1G","Active","H Pb   ","30, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z2V4T1G","Active","H Pb   ","2.4, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"SZMM3Z24VT1G","Active","H Pb A P ","24, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0333 ",
"MM3Z6V2T1G","Active","H Pb   ","6.2, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z3V9T1G","Active","H Pb   ","3.9, ","0.3, ","2.50 x 1.25 x 0.90, ","SOD-323 ","1 ","260 ","0.0153 ",
"MM3Z3V0B","Active","H Pb   ","3, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z15VB","Active","H Pb   ","15, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z3V3B","Active","H Pb   ","3.3, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z24VB","Active","H Pb   ","24, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z3V6B","Active","H Pb   ","3.6, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z11VB","Active","H Pb   ","11, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z68VB","Active","H Pb   ","68, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z3V9B","Active","H Pb   ","3.9, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z33VB","Active","H Pb   ","33, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z20VB","Active","H Pb   ","20, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z7V5B","Active","H Pb   ","7.5, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z51VB","Active","H Pb   ","51, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z27VB","Active","H Pb   ","27, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z2V4B","Active","H Pb   ","2.4, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
"MM3Z2V7B","Active","H Pb   ","2.7, ","0.2, ","2.50 x 1.25 x 0.70, ","SOD-323FL ","1 ","260 ","0.0255 ",
